team,opponent,home_score,away_score,game_duration,attendance,game_start,game_finish
TOR,BOS,0,14,3:10,17565,2011-09-06 19:07:00,2011-09-06 22:17:00
TOR,BOS,11,10,3:29,16154,2011-09-07 19:07:00,2011-09-07 22:36:00
TOR,BOS,7,4,2:50,17189,2011-09-08 19:07:00,2011-09-08 21:57:00
TOR,BAL,0,2,2:23,13918,2011-09-09 19:07:00,2011-09-09 21:30:00
TOR,BAL,5,4,2:44,17742,2011-09-10 15:07:00,2011-09-10 17:51:00
TOR,BAL,6,5,3:01,14235,2011-09-11 13:07:00,2011-09-11 16:08:00
TOR,NYY,5,4,3:15,29323,2011-09-16 19:07:00,2011-09-16 22:22:00
TOR,NYY,6,7,2:50,39288,2011-09-17 15:07:00,2011-09-17 17:57:00
TOR,NYY,3,0,2:45,34657,2011-09-18 13:07:00,2011-09-18 15:52:00
TOR,LAA,3,2,2:49,11178,2011-09-19 19:07:00,2011-09-19 21:56:00
TOR,LAA,6,10,3:06,13514,2011-09-20 19:07:00,2011-09-20 22:13:00
TOR,LAA,2,7,2:51,14784,2011-09-21 19:07:00,2011-09-21 21:58:00
TOR,LAA,4,3,3:43,22769,2011-09-22 19:07:00,2011-09-22 22:50:00
TOR,BOS,2,4,3:02,48473,2012-04-09 19:07:00,2012-04-09 22:09:00
TOR,BOS,7,3,3:19,26351,2012-04-10 19:07:00,2012-04-10 22:26:00
TOR,BOS,3,1,2:13,25285,2012-04-11 12:37:00,2012-04-11 14:50:00
TOR,BAL,5,7,2:40,21988,2012-04-13 19:07:00,2012-04-13 21:47:00
TOR,BAL,4,6,2:57,28355,2012-04-14 15:07:00,2012-04-14 18:04:00
TOR,BAL,9,2,2:39,20252,2012-04-15 13:07:00,2012-04-15 15:46:00
TOR,TBR,7,3,3:05,15331,2012-04-17 19:07:00,2012-04-17 22:12:00
TOR,TBR,2,12,3:11,15828,2012-04-18 19:07:00,2012-04-18 22:18:00
TOR,TBR,4,9,3:43,18976,2012-04-19 19:07:00,2012-04-19 22:50:00
TOR,SEA,5,9,3:35,24303,2012-04-27 19:07:00,2012-04-27 22:42:00
TOR,SEA,7,0,2:45,30765,2012-04-28 15:07:00,2012-04-28 17:52:00
TOR,SEA,7,2,2:36,22320,2012-04-29 13:07:00,2012-04-29 15:43:00
TOR,TEX,1,4,2:59,21945,2012-04-30 19:07:00,2012-04-30 22:06:00
TOR,TEX,8,7,2:56,18774,2012-05-01 19:07:00,2012-05-01 22:03:00
TOR,TEX,11,5,2:45,25123,2012-05-02 12:37:00,2012-05-02 15:22:00
TOR,TBR,1,7,3:21,15289,2012-05-14 19:07:00,2012-05-14 22:28:00
TOR,TBR,3,4,2:36,15612,2012-05-15 19:07:00,2012-05-15 21:43:00
TOR,NYY,8,1,2:45,28915,2012-05-16 19:07:00,2012-05-16 21:52:00
TOR,NYY,4,1,2:37,31266,2012-05-17 19:07:00,2012-05-17 21:44:00
TOR,NYM,14,5,2:53,26712,2012-05-18 19:07:00,2012-05-18 22:00:00
TOR,NYM,2,0,2:12,34962,2012-05-19 15:07:00,2012-05-19 17:19:00
TOR,NYM,5,6,3:15,41867,2012-05-20 13:07:00,2012-05-20 16:22:00
TOR,BAL,6,2,2:48,16575,2012-05-28 19:07:00,2012-05-28 21:55:00
TOR,BAL,8,6,3:11,17352,2012-05-29 19:07:00,2012-05-29 22:18:00
TOR,BAL,4,1,2:28,17754,2012-05-30 19:07:00,2012-05-30 21:35:00
TOR,BOS,2,7,3:00,29678,2012-06-01 19:07:00,2012-06-01 22:07:00
TOR,BOS,4,7,3:05,43390,2012-06-02 15:07:00,2012-06-02 18:12:00
TOR,BOS,5,1,2:52,41925,2012-06-03 13:07:00,2012-06-03 15:59:00
TOR,WSN,3,6,3:03,18513,2012-06-11 19:07:00,2012-06-11 22:10:00
TOR,WSN,2,4,2:52,22538,2012-06-12 19:07:00,2012-06-12 21:59:00
TOR,WSN,2,6,2:52,41677,2012-06-13 12:37:00,2012-06-13 15:29:00
TOR,PHI,3,0,2:47,28266,2012-06-15 19:07:00,2012-06-15 21:54:00
TOR,PHI,6,5,3:14,42070,2012-06-16 15:07:00,2012-06-16 18:21:00
TOR,PHI,6,2,2:46,45060,2012-06-17 13:07:00,2012-06-17 15:53:00
TOR,LAA,7,9,3:16,24668,2012-06-28 19:07:00,2012-06-28 22:23:00
TOR,LAA,7,5,3:12,24538,2012-06-29 19:07:00,2012-06-29 22:19:00
TOR,LAA,11,2,2:44,29287,2012-06-30 15:07:00,2012-06-30 17:51:00
TOR,LAA,6,10,3:29,34853,2012-07-01 13:07:00,2012-07-01 16:36:00
TOR,KCR,3,11,2:36,17127,2012-07-02 19:07:00,2012-07-02 21:43:00
TOR,KCR,6,3,2:30,15516,2012-07-03 19:07:00,2012-07-03 21:37:00
TOR,KCR,4,1,2:45,17831,2012-07-04 19:07:00,2012-07-04 21:52:00
TOR,KCR,6,9,3:16,20598,2012-07-05 19:07:00,2012-07-05 22:23:00
TOR,CLE,0,1,2:40,32308,2012-07-13 19:07:00,2012-07-13 21:47:00
TOR,CLE,11,9,3:15,32517,2012-07-14 15:07:00,2012-07-14 18:22:00
TOR,CLE,3,0,2:42,26407,2012-07-15 13:07:00,2012-07-15 15:49:00
TOR,OAK,2,7,3:00,25686,2012-07-24 19:07:00,2012-07-24 22:07:00
TOR,OAK,0,16,3:12,23948,2012-07-25 19:07:00,2012-07-25 22:19:00
TOR,OAK,10,4,2:38,39003,2012-07-26 12:37:00,2012-07-26 15:15:00
TOR,DET,8,3,2:52,33962,2012-07-27 19:07:00,2012-07-27 21:59:00
TOR,DET,5,1,2:34,41832,2012-07-28 15:07:00,2012-07-28 17:41:00
TOR,DET,1,4,2:33,35975,2012-07-29 13:07:00,2012-07-29 15:40:00
TOR,NYY,4,10,3:08,41610,2012-08-10 19:07:00,2012-08-10 22:15:00
TOR,NYY,2,5,2:47,45582,2012-08-11 15:07:00,2012-08-11 17:54:00
TOR,NYY,10,7,2:49,43924,2012-08-12 13:07:00,2012-08-12 15:56:00
TOR,CHW,3,2,3:05,16828,2012-08-13 19:07:00,2012-08-13 22:12:00
TOR,CHW,2,3,2:31,18919,2012-08-14 19:07:00,2012-08-14 21:38:00
TOR,CHW,5,9,2:39,20119,2012-08-15 19:07:00,2012-08-15 21:46:00
TOR,CHW,2,7,2:34,19855,2012-08-16 19:07:00,2012-08-16 21:41:00
TOR,TEX,3,2,2:42,26816,2012-08-17 19:07:00,2012-08-17 21:49:00
TOR,TEX,1,2,2:47,30033,2012-08-18 15:07:00,2012-08-18 17:54:00
TOR,TEX,2,11,2:34,35701,2012-08-19 13:07:00,2012-08-19 15:41:00
TOR,TBR,2,0,2:34,22711,2012-08-30 19:07:00,2012-08-30 21:41:00
TOR,TBR,2,1,2:28,20158,2012-08-31 19:07:00,2012-08-31 21:35:00
TOR,TBR,4,5,3:14,20478,2012-09-01 15:07:00,2012-09-01 18:21:00
TOR,TBR,4,9,2:58,18568,2012-09-02 13:07:00,2012-09-02 16:05:00
TOR,BAL,0,4,2:51,17220,2012-09-03 12:37:00,2012-09-03 15:28:00
TOR,BAL,0,12,2:48,13556,2012-09-04 19:07:00,2012-09-04 21:55:00
TOR,BAL,6,4,2:46,14458,2012-09-05 19:07:00,2012-09-05 21:53:00
TOR,SEA,3,4,2:48,12935,2012-09-11 19:07:00,2012-09-11 21:55:00
TOR,SEA,2,3,2:55,13519,2012-09-12 19:07:00,2012-09-12 22:02:00
TOR,SEA,8,3,2:39,13756,2012-09-13 19:07:00,2012-09-13 21:46:00
TOR,BOS,5,8,3:42,21888,2012-09-14 19:07:00,2012-09-14 22:49:00
TOR,BOS,2,3,3:09,27325,2012-09-15 15:07:00,2012-09-15 18:16:00
TOR,BOS,5,0,2:42,21698,2012-09-16 13:07:00,2012-09-16 15:49:00
TOR,NYY,6,0,2:36,23060,2012-09-27 19:07:00,2012-09-27 21:43:00
TOR,NYY,4,11,3:43,25785,2012-09-28 19:07:00,2012-09-28 22:50:00
TOR,NYY,3,2,2:54,36139,2012-09-29 15:07:00,2012-09-29 18:01:00
TOR,NYY,6,9,3:25,31418,2012-09-30 13:07:00,2012-09-30 16:32:00
TOR,MIN,6,5,3:14,12359,2012-10-01 19:07:00,2012-10-01 22:21:00
TOR,MIN,4,3,2:33,13930,2012-10-02 19:07:00,2012-10-02 21:40:00
TOR,MIN,2,1,2:21,19769,2012-10-03 19:07:00,2012-10-03 21:28:00
TOR,CLE,1,4,2:31,48857,2013-04-02 19:07:00,2013-04-02 21:38:00
TOR,CLE,2,3,3:23,24619,2013-04-03 19:07:00,2013-04-03 22:30:00
TOR,CLE,10,8,2:49,19515,2013-04-04 19:07:00,2013-04-04 21:56:00
TOR,BOS,4,6,3:35,45328,2013-04-05 19:07:00,2013-04-05 22:42:00
TOR,BOS,5,0,2:38,45797,2013-04-06 15:07:00,2013-04-06 17:45:00
TOR,BOS,0,13,2:44,41168,2013-04-07 13:07:00,2013-04-07 15:51:00
TOR,CHW,4,3,2:38,15755,2013-04-15 19:07:00,2013-04-15 21:45:00
TOR,CHW,3,4,2:42,16131,2013-04-16 19:07:00,2013-04-16 21:49:00
TOR,CHW,0,7,2:34,15684,2013-04-17 19:07:00,2013-04-17 21:41:00
TOR,CHW,3,1,2:10,18015,2013-04-18 19:07:00,2013-04-18 21:17:00
TOR,NYY,4,9,2:37,40028,2013-04-19 19:07:00,2013-04-19 21:44:00
TOR,NYY,3,5,3:23,46095,2013-04-20 15:07:00,2013-04-20 18:30:00
TOR,NYY,8,4,3:13,45575,2013-04-21 13:07:00,2013-04-21 16:20:00
TOR,BOS,9,7,3:14,22915,2013-04-30 19:07:00,2013-04-30 22:21:00
TOR,BOS,1,10,2:52,21094,2013-05-01 19:07:00,2013-05-01 21:59:00
TOR,BOS,1,3,3:22,25851,2013-05-02 19:07:00,2013-05-02 22:29:00
TOR,SEA,0,4,2:17,23779,2013-05-03 19:07:00,2013-05-03 21:24:00
TOR,SEA,1,8,2:28,35754,2013-05-04 15:07:00,2013-05-04 17:35:00
TOR,SEA,10,2,2:27,22937,2013-05-05 13:07:00,2013-05-05 15:34:00
TOR,SFG,10,6,2:54,31753,2013-05-14 19:07:00,2013-05-14 22:01:00
TOR,SFG,11,3,2:54,32863,2013-05-15 19:07:00,2013-05-15 22:01:00
TOR,TBR,7,5,2:45,29885,2013-05-20 12:37:00,2013-05-20 15:22:00
TOR,TBR,3,4,3:15,15802,2013-05-21 19:07:00,2013-05-21 22:22:00
TOR,TBR,4,3,3:06,18771,2013-05-22 12:37:00,2013-05-22 15:43:00
TOR,BAL,12,6,2:53,21466,2013-05-23 19:07:00,2013-05-23 22:00:00
TOR,BAL,6,10,3:14,25104,2013-05-24 19:07:00,2013-05-24 22:21:00
TOR,BAL,5,6,2:56,35915,2013-05-25 15:07:00,2013-05-25 18:03:00
TOR,BAL,6,5,3:19,28502,2013-05-26 13:07:00,2013-05-26 16:26:00
TOR,ATL,9,3,2:41,22808,2013-05-27 19:07:00,2013-05-27 21:48:00
TOR,ATL,6,7,3:18,45224,2013-05-28 12:37:00,2013-05-28 15:55:00
TOR,TEX,6,1,2:09,36010,2013-06-07 19:07:00,2013-06-07 21:16:00
TOR,TEX,4,3,5:28,44079,2013-06-08 15:07:00,2013-06-08 20:35:00
TOR,TEX,4,6,2:58,42722,2013-06-09 13:07:00,2013-06-09 16:05:00
TOR,COL,2,0,2:24,20496,2013-06-17 19:07:00,2013-06-17 21:31:00
TOR,COL,8,3,2:20,22852,2013-06-18 19:07:00,2013-06-18 21:27:00
TOR,COL,5,2,2:58,27235,2013-06-19 19:07:00,2013-06-19 22:05:00
TOR,BAL,7,6,2:37,35472,2013-06-21 19:07:00,2013-06-21 21:44:00
TOR,BAL,4,2,2:35,43261,2013-06-22 15:07:00,2013-06-22 17:42:00
TOR,BAL,13,5,2:36,45214,2013-06-23 13:07:00,2013-06-23 15:43:00
TOR,DET,8,3,2:20,45766,2013-07-01 12:37:00,2013-07-01 14:57:00
TOR,DET,6,7,2:48,27189,2013-07-02 19:07:00,2013-07-02 21:55:00
TOR,DET,2,6,3:11,28958,2013-07-03 19:07:00,2013-07-03 22:18:00
TOR,DET,1,11,3:05,35978,2013-07-04 19:07:00,2013-07-04 22:12:00
TOR,MIN,4,0,2:26,25672,2013-07-05 19:07:00,2013-07-05 21:33:00
TOR,MIN,0,6,2:33,37034,2013-07-06 15:07:00,2013-07-06 17:40:00
TOR,MIN,11,5,3:12,43795,2013-07-07 13:07:00,2013-07-07 16:19:00
TOR,TBR,5,8,3:15,33266,2013-07-19 19:07:00,2013-07-19 22:22:00
TOR,TBR,3,4,3:17,42639,2013-07-20 15:07:00,2013-07-20 18:24:00
TOR,TBR,3,4,3:01,41247,2013-07-21 13:07:00,2013-07-21 16:08:00
TOR,LAD,5,14,3:21,34515,2013-07-22 19:07:00,2013-07-22 22:28:00
TOR,LAD,9,10,3:33,32158,2013-07-23 19:07:00,2013-07-23 22:40:00
TOR,LAD,3,8,3:44,35368,2013-07-24 19:07:00,2013-07-24 22:51:00
TOR,HOU,4,0,2:18,24188,2013-07-25 19:07:00,2013-07-25 21:25:00
TOR,HOU,12,6,3:22,24088,2013-07-26 19:07:00,2013-07-26 22:29:00
TOR,HOU,6,8,2:49,34317,2013-07-27 15:07:00,2013-07-27 17:56:00
TOR,HOU,2,1,3:15,31634,2013-07-28 13:07:00,2013-07-28 16:22:00
TOR,OAK,6,14,3:14,31862,2013-08-09 19:07:00,2013-08-09 22:21:00
TOR,OAK,5,4,2:49,39634,2013-08-10 15:07:00,2013-08-10 17:56:00
TOR,OAK,4,6,3:16,45312,2013-08-11 13:07:00,2013-08-11 16:23:00
TOR,OAK,1,5,2:34,36111,2013-08-12 12:37:00,2013-08-12 15:11:00
TOR,BOS,2,4,3:37,32816,2013-08-13 19:07:00,2013-08-13 22:44:00
TOR,BOS,4,3,3:20,31695,2013-08-14 19:07:00,2013-08-14 22:27:00
TOR,BOS,2,1,2:43,40477,2013-08-15 19:07:00,2013-08-15 21:50:00
TOR,NYY,5,2,2:33,35241,2013-08-26 19:07:00,2013-08-26 21:40:00
TOR,NYY,1,7,2:43,34047,2013-08-27 19:07:00,2013-08-27 21:50:00
TOR,NYY,7,2,2:51,36565,2013-08-28 19:07:00,2013-08-28 21:58:00
TOR,KCR,3,2,2:24,21031,2013-08-30 19:07:00,2013-08-30 21:31:00
TOR,KCR,4,2,2:32,34315,2013-08-31 15:07:00,2013-08-31 17:39:00
TOR,KCR,0,5,2:51,22961,2013-09-01 13:07:00,2013-09-01 15:58:00
TOR,LAA,6,12,2:43,19079,2013-09-10 19:07:00,2013-09-10 21:50:00
TOR,LAA,4,5,2:43,17994,2013-09-11 19:07:00,2013-09-11 21:50:00
TOR,LAA,3,4,3:10,20767,2013-09-12 19:07:00,2013-09-12 22:17:00
TOR,BAL,3,5,2:41,20024,2013-09-13 19:07:00,2013-09-13 21:48:00
TOR,BAL,4,3,2:23,29942,2013-09-14 15:07:00,2013-09-14 17:30:00
TOR,BAL,1,3,2:53,22331,2013-09-15 13:07:00,2013-09-15 16:00:00
TOR,NYY,2,0,2:25,24894,2013-09-17 19:07:00,2013-09-17 21:32:00
TOR,NYY,3,4,2:52,24247,2013-09-18 19:07:00,2013-09-18 21:59:00
TOR,NYY,6,2,2:53,32003,2013-09-19 19:07:00,2013-09-19 22:00:00
TOR,TBR,6,3,2:42,27288,2013-09-27 19:07:00,2013-09-27 21:49:00
TOR,TBR,7,2,3:18,33232,2013-09-28 15:07:00,2013-09-28 18:25:00
TOR,TBR,6,7,3:22,44551,2013-09-29 13:07:00,2013-09-29 16:29:00
TOR,NYY,3,7,3:26,48197,2014-04-04 19:07:00,2014-04-04 22:33:00
TOR,NYY,4,0,2:45,45446,2014-04-05 15:07:00,2014-04-05 17:52:00
TOR,NYY,4,6,2:57,34067,2014-04-06 13:07:00,2014-04-06 16:04:00
TOR,HOU,5,2,2:52,13123,2014-04-08 19:07:00,2014-04-08 21:59:00
TOR,HOU,7,3,3:09,13569,2014-04-09 19:07:00,2014-04-09 22:16:00
TOR,HOU,4,6,2:49,15778,2014-04-10 19:07:00,2014-04-10 21:56:00
TOR,BAL,9,3,2:54,14866,2014-04-22 19:07:00,2014-04-22 22:01:00
TOR,BAL,8,10,3:11,15202,2014-04-23 19:07:00,2014-04-23 22:18:00
TOR,BAL,4,11,2:54,16283,2014-04-24 19:07:00,2014-04-24 22:01:00
TOR,BOS,1,8,2:57,29411,2014-04-25 19:07:00,2014-04-25 22:04:00
TOR,BOS,6,7,3:23,40322,2014-04-26 15:07:00,2014-04-26 18:30:00
TOR,BOS,7,1,2:28,45260,2014-04-27 13:07:00,2014-04-27 15:35:00
TOR,PHI,10,0,2:23,16446,2014-05-07 19:07:00,2014-05-07 21:30:00
TOR,PHI,12,6,3:00,18158,2014-05-08 19:07:00,2014-05-08 22:07:00
TOR,LAA,3,4,3:09,21383,2014-05-09 19:07:00,2014-05-09 22:16:00
TOR,LAA,3,5,2:46,31412,2014-05-10 15:07:00,2014-05-10 17:53:00
TOR,LAA,3,9,3:24,20871,2014-05-11 13:07:00,2014-05-11 16:31:00
TOR,LAA,7,3,2:45,13603,2014-05-12 19:07:00,2014-05-12 21:52:00
TOR,CLE,5,4,2:29,13673,2014-05-13 19:07:00,2014-05-13 21:36:00
TOR,CLE,4,15,3:37,14068,2014-05-14 19:07:00,2014-05-14 22:44:00
TOR,CLE,4,2,3:23,17364,2014-05-15 19:07:00,2014-05-15 22:30:00
TOR,OAK,3,2,2:37,21007,2014-05-23 19:07:00,2014-05-23 21:44:00
TOR,OAK,5,2,2:35,29372,2014-05-24 15:07:00,2014-05-24 17:42:00
TOR,OAK,3,1,3:08,45277,2014-05-25 13:07:00,2014-05-25 16:15:00
TOR,TBR,10,5,2:58,15616,2014-05-26 19:07:00,2014-05-26 22:05:00
TOR,TBR,9,6,3:00,15993,2014-05-27 19:07:00,2014-05-27 22:07:00
TOR,TBR,3,2,3:23,17309,2014-05-28 19:07:00,2014-05-28 22:30:00
TOR,KCR,6,8,3:26,17978,2014-05-29 19:07:00,2014-05-29 22:33:00
TOR,KCR,1,6,3:01,21543,2014-05-30 19:07:00,2014-05-30 22:08:00
TOR,KCR,12,2,2:53,31652,2014-05-31 15:07:00,2014-05-31 18:00:00
TOR,KCR,4,0,2:14,38008,2014-06-01 13:07:00,2014-06-01 15:21:00
TOR,STL,3,1,3:12,33528,2014-06-06 19:07:00,2014-06-06 22:19:00
TOR,STL,0,5,2:37,42981,2014-06-07 15:07:00,2014-06-07 17:44:00
TOR,STL,0,5,2:42,45726,2014-06-08 13:07:00,2014-06-08 15:49:00
TOR,MIN,5,4,2:53,19428,2014-06-09 19:07:00,2014-06-09 22:00:00
TOR,MIN,0,4,3:07,20681,2014-06-10 19:07:00,2014-06-10 22:14:00
TOR,MIN,2,7,2:57,45080,2014-06-11 12:37:00,2014-06-11 15:34:00
TOR,NYY,8,3,2:45,31554,2014-06-23 19:07:00,2014-06-23 21:52:00
TOR,NYY,7,6,3:05,34206,2014-06-24 19:07:00,2014-06-24 22:12:00
TOR,NYY,3,5,3:02,34710,2014-06-25 19:07:00,2014-06-25 22:09:00
TOR,CHW,7,0,3:00,23248,2014-06-26 19:07:00,2014-06-26 22:07:00
TOR,CHW,4,5,2:58,24173,2014-06-27 19:07:00,2014-06-27 22:05:00
TOR,CHW,3,4,2:58,39623,2014-06-28 15:07:00,2014-06-28 18:05:00
TOR,CHW,0,4,2:32,33177,2014-06-29 13:07:00,2014-06-29 15:39:00
TOR,MIL,4,1,2:56,45088,2014-07-01 12:37:00,2014-07-01 15:33:00
TOR,MIL,7,4,3:01,24286,2014-07-02 12:37:00,2014-07-02 15:38:00
TOR,TEX,1,5,2:56,38012,2014-07-18 19:07:00,2014-07-18 22:03:00
TOR,TEX,4,1,3:02,45802,2014-07-19 15:07:00,2014-07-19 18:09:00
TOR,TEX,9,6,3:07,36011,2014-07-20 13:07:00,2014-07-20 16:14:00
TOR,BOS,1,14,2:45,27905,2014-07-21 19:07:00,2014-07-21 21:52:00
TOR,BOS,7,3,3:07,29269,2014-07-22 19:07:00,2014-07-22 22:14:00
TOR,BOS,6,4,2:35,35696,2014-07-23 19:07:00,2014-07-23 21:42:00
TOR,BOS,8,0,2:56,46683,2014-07-24 12:37:00,2014-07-24 15:33:00
TOR,BAL,3,9,3:29,36183,2014-08-05 19:07:00,2014-08-05 22:36:00
TOR,BAL,5,1,2:41,33054,2014-08-06 19:07:00,2014-08-06 21:48:00
TOR,BAL,1,2,2:59,34676,2014-08-07 19:07:00,2014-08-07 22:06:00
TOR,DET,4,5,3:19,36237,2014-08-08 19:07:00,2014-08-08 22:26:00
TOR,DET,3,2,2:50,45927,2014-08-09 15:07:00,2014-08-09 17:57:00
TOR,DET,6,5,6:37,46126,2014-08-10 13:07:00,2014-08-10 19:44:00
TOR,TBR,0,8,2:45,28506,2014-08-22 19:07:00,2014-08-22 21:52:00
TOR,TBR,5,4,3:19,37451,2014-08-23 15:07:00,2014-08-23 18:26:00
TOR,TBR,1,2,3:28,38869,2014-08-24 13:07:00,2014-08-24 16:35:00
TOR,BOS,3,4,3:07,26041,2014-08-25 19:07:00,2014-08-25 22:14:00
TOR,BOS,7,11,4:33,27321,2014-08-26 19:07:00,2014-08-26 23:40:00
TOR,BOS,5,2,2:38,30285,2014-08-27 19:07:00,2014-08-27 21:45:00
TOR,NYY,3,6,3:20,43318,2014-08-29 19:07:00,2014-08-29 22:27:00
TOR,NYY,2,0,2:32,45863,2014-08-30 15:07:00,2014-08-30 17:39:00
TOR,NYY,4,3,2:28,45678,2014-08-31 13:07:00,2014-08-31 15:35:00
TOR,CHC,8,0,2:20,16879,2014-09-08 19:07:00,2014-09-08 21:27:00
TOR,CHC,9,2,3:04,17903,2014-09-09 19:07:00,2014-09-09 22:11:00
TOR,CHC,11,1,3:12,19411,2014-09-10 19:07:00,2014-09-10 22:19:00
TOR,TBR,0,1,2:55,19909,2014-09-12 19:07:00,2014-09-12 22:02:00
TOR,TBR,6,3,2:40,31368,2014-09-13 15:07:00,2014-09-13 17:47:00
TOR,TBR,5,6,3:26,28633,2014-09-14 13:07:00,2014-09-14 16:33:00
TOR,SEA,14,4,2:48,15548,2014-09-22 19:07:00,2014-09-22 21:55:00
TOR,SEA,10,2,2:36,16272,2014-09-23 19:07:00,2014-09-23 21:43:00
TOR,SEA,1,0,1:59,16836,2014-09-24 19:07:00,2014-09-24 21:06:00
TOR,SEA,5,7,3:02,17173,2014-09-25 12:37:00,2014-09-25 15:39:00
TOR,BAL,4,2,2:36,27037,2014-09-26 19:07:00,2014-09-26 21:43:00
TOR,BAL,4,2,2:25,37996,2014-09-27 15:07:00,2014-09-27 17:32:00
TOR,BAL,0,1,2:26,45901,2014-09-28 13:07:00,2014-09-28 15:33:00
TOR,TBR,1,2,2:30,48414,2015-04-13 19:07:00,2015-04-13 21:37:00
TOR,TBR,2,3,3:06,17264,2015-04-14 19:07:00,2015-04-14 22:13:00
TOR,TBR,12,7,3:02,15086,2015-04-15 19:07:00,2015-04-15 22:09:00
TOR,TBR,2,4,3:00,14433,2015-04-16 19:07:00,2015-04-16 22:07:00
TOR,ATL,7,8,3:09,21397,2015-04-17 19:07:00,2015-04-17 22:16:00
TOR,ATL,6,5,2:41,34743,2015-04-18 15:07:00,2015-04-18 17:48:00
TOR,ATL,2,5,2:41,44794,2015-04-19 13:07:00,2015-04-19 15:48:00
TOR,BAL,13,6,2:53,14184,2015-04-21 19:07:00,2015-04-21 22:00:00
TOR,BAL,4,2,2:36,15606,2015-04-22 19:07:00,2015-04-22 21:43:00
TOR,BAL,7,6,2:36,18581,2015-04-23 19:07:00,2015-04-23 21:43:00
TOR,NYY,3,1,2:18,19217,2015-05-04 19:07:00,2015-05-04 21:25:00
TOR,NYY,3,6,2:54,21519,2015-05-05 19:07:00,2015-05-05 22:01:00
TOR,NYY,5,1,2:30,21312,2015-05-06 19:07:00,2015-05-06 21:37:00
TOR,BOS,7,0,2:41,30430,2015-05-08 19:07:00,2015-05-08 21:48:00
TOR,BOS,7,1,3:12,42917,2015-05-09 15:07:00,2015-05-09 18:19:00
TOR,BOS,3,6,2:38,42419,2015-05-10 13:07:00,2015-05-10 15:45:00
TOR,LAA,10,6,3:28,29306,2015-05-18 12:37:00,2015-05-18 16:05:00
TOR,LAA,2,3,2:32,15062,2015-05-19 19:07:00,2015-05-19 21:39:00
TOR,LAA,3,4,2:36,16402,2015-05-20 19:07:00,2015-05-20 21:43:00
TOR,LAA,8,4,2:22,19014,2015-05-21 19:07:00,2015-05-21 21:29:00
TOR,SEA,3,4,2:30,21195,2015-05-22 19:07:00,2015-05-22 21:37:00
TOR,SEA,2,3,2:25,33086,2015-05-23 15:07:00,2015-05-23 17:32:00
TOR,SEA,8,2,2:50,37929,2015-05-24 13:07:00,2015-05-24 15:57:00
TOR,CHW,6,0,2:10,15168,2015-05-25 19:07:00,2015-05-25 21:17:00
TOR,CHW,10,9,3:12,17276,2015-05-26 19:07:00,2015-05-26 22:19:00
TOR,CHW,3,5,3:31,15463,2015-05-27 12:37:00,2015-05-27 16:08:00
TOR,HOU,6,2,2:35,22971,2015-06-05 19:07:00,2015-06-05 21:42:00
TOR,HOU,7,2,3:16,31809,2015-06-06 15:07:00,2015-06-06 18:23:00
TOR,HOU,7,6,3:06,35571,2015-06-07 13:07:00,2015-06-07 16:13:00
TOR,MIA,11,3,2:47,17582,2015-06-08 19:07:00,2015-06-08 21:54:00
TOR,MIA,4,3,2:16,20558,2015-06-09 19:07:00,2015-06-09 21:23:00
TOR,MIA,7,2,2:08,44106,2015-06-10 12:37:00,2015-06-10 14:45:00
TOR,NYM,8,0,2:33,28906,2015-06-17 19:07:00,2015-06-17 21:40:00
TOR,NYM,7,1,2:34,27588,2015-06-18 19:07:00,2015-06-18 21:41:00
TOR,BAL,5,4,3:07,32322,2015-06-19 19:07:00,2015-06-19 22:14:00
TOR,BAL,3,5,2:56,46018,2015-06-20 15:07:00,2015-06-20 18:03:00
TOR,BAL,9,13,3:44,46092,2015-06-21 13:07:00,2015-06-21 16:51:00
TOR,TEX,12,2,2:26,25821,2015-06-26 19:07:00,2015-06-26 21:33:00
TOR,TEX,0,4,2:24,37167,2015-06-27 15:07:00,2015-06-27 17:31:00
TOR,TEX,3,2,2:40,42376,2015-06-28 13:07:00,2015-06-28 15:47:00
TOR,BOS,1,3,2:26,27107,2015-06-29 19:07:00,2015-06-29 21:33:00
TOR,BOS,3,4,3:04,28942,2015-06-30 19:07:00,2015-06-30 22:11:00
TOR,BOS,11,2,2:19,45392,2015-07-01 12:37:00,2015-07-01 14:56:00
TOR,BOS,6,12,3:34,29758,2015-07-02 19:07:00,2015-07-02 22:41:00
TOR,TBR,6,2,2:35,32908,2015-07-17 19:07:00,2015-07-17 21:42:00
TOR,TBR,2,3,2:38,41583,2015-07-18 15:07:00,2015-07-18 17:45:00
TOR,TBR,4,0,2:30,41683,2015-07-19 13:07:00,2015-07-19 15:37:00
TOR,PHI,2,3,2:29,30516,2015-07-28 19:07:00,2015-07-28 21:36:00
TOR,PHI,8,2,2:37,27060,2015-07-29 19:07:00,2015-07-29 21:44:00
TOR,KCR,5,2,2:33,30057,2015-07-30 19:07:00,2015-07-30 21:40:00
TOR,KCR,7,6,3:23,29389,2015-07-31 19:07:00,2015-07-31 22:30:00
TOR,KCR,6,7,2:30,37932,2015-08-01 15:07:00,2015-08-01 17:37:00
TOR,KCR,5,2,3:02,45736,2015-08-02 13:07:00,2015-08-02 16:09:00
TOR,MIN,5,1,2:37,45766,2015-08-03 12:37:00,2015-08-03 15:14:00
